date,open,high,low,close,volume,ticker
2021-05-25,123.80999755859375,125.19542633961541,123.24411872152993,124.70759385237946,72009500,AAPL
2021-05-26,123.76119232177734,124.28804417802037,123.34166255348855,123.86851440973157,56575900,AAPL
2021-05-27,122.22942352294922,124.5319579811851,122.03429651202822,123.3611810284224,94625600,AAPL
2021-05-28,121.57573699951172,122.736762785055,121.51720038633076,122.51236002849775,71311100,AAPL
2021-06-01,121.2537841796875,122.2977294109628,120.92206674340329,122.03430717883234,67637100,AAPL
2021-06-02,122.01477813720703,122.19039542274523,121.02937706510446,121.25377238108098,59278900,AAPL
2021-06-03,120.53179168701172,121.80989069682863,120.13177164794705,121.64403199734149,76229200,AAPL
2021-06-04,122.82456970214844,123.08799935298282,120.83424294183042,121.04888711847525,75169300,AAPL
2021-06-07,122.8343276977539,123.24409888195902,121.79038257021139,123.09774990370911,71057600,AAPL
2021-06-08,123.65386962890625,125.33199613747028,123.13677635872094,123.51727923465421,74403800,AAPL
2021-06-09,124.03437042236328,124.63927604647924,123.43922338156383,124.11242420165917,56877900,AAPL
2021-06-10,123.03923034667969,125.06858426923962,122.87337162202547,123.92706803553762,71186400,AAPL
2021-06-11,124.2490234375,124.33683580636276,123.02946096276283,123.44899075181716,53522400,AAPL
2021-06-14,127.30278778076172,127.36132438958391,123.97582567545629,124.70756306020407,96906500,AAPL
2021-06-15,126.4832763671875,127.41990699875254,126.23936384604688,126.775974370004,62746300,AAPL
2021-06-16,126.98084259033203,127.7028289556805,125.33200658203938,127.19548678307785,91815000,AAPL
2021-06-17,128.58090209960938,129.32240559947226,126.49301177385304,126.63936820067508,96721700,AAPL
2021-06-18,127.28329467773438,128.30771518043744,127.06865050509046,127.52720715689915,108953300,AAPL
2021-06-21,129.0784912109375,129.18581330080102,126.063736441913,127.1271913132279,79663300,AAPL
2021-06-22,130.7175750732422,130.8151460223462,128.4150406144124,128.91263161271146,74783600,AAPL
2021-06-23,130.4444122314453,131.0493254021088,129.98585550457855,130.51271488266488,60214200,AAPL
2021-06-24,130.16148376464844,131.36152922245495,129.69316099657445,131.1761533209972,68711000,AAPL
2021-06-25,129.86874389648438,130.62974954026467,129.57604598259172,130.21022727723152,70783700,AAPL
2021-06-28,131.49810791015625,131.9566646084623,130.1029355337376,130.1614721527149,62111300,AAPL
2021-06-29,133.01036071777344,133.16646828417475,131.07857796707717,131.51761747124857,64556100,AAPL
2021-06-30,133.62501525878906,134.06405473109936,132.5615455661884,132.85424351014055,63261400,AAPL
2021-07-01,133.92747497558594,133.98601159157678,132.4542339993765,133.27379128495963,52485800,AAPL
2021-07-02,136.552001953125,136.59102140885628,134.39580856478537,134.54215013282746,78852600,AAPL
2021-07-06,138.5618133544922,139.66428770082487,136.65929888430668,136.65929888430668,108181800,AAPL
2021-07-07,141.04971313476562,141.36191336128311,139.1862182535438,140.04478004189397,104911600,AAPL
2021-07-08,139.75210571289062,140.55213093920304,137.24467816832617,138.13252320539087,105575500,AAPL
2021-07-09,141.57659912109375,142.10344367127877,139.17649311255218,139.27406408607257,99890800,AAPL
2021-07-12,140.9813690185547,142.75705845933086,140.49354421226212,142.64973640645724,76299700,AAPL
2021-07-13,142.09368896484375,143.86937940514224,140.13263749909038,140.5228916089028,100827100,AAPL
2021-07-14,145.51815795898438,145.9279439651733,144.08395159902543,144.49373760521436,127050800,AAPL
2021-07-15,144.8644561767578,146.34744781638892,143.50830375581523,145.60595944018948,106820300,AAPL
2021-07-16,142.8253936767578,146.1133292004128,142.32781756831105,144.8449961921481,93251400,AAPL
2021-07-19,138.9813232421875,140.56188618036083,138.22031752231123,140.2496710710599,121434600,AAPL
2021-07-20,142.59121704101562,143.51809629152285,139.4789065811411,139.96673149730913,96350000,AAPL
2021-07-21,141.85951232910156,142.57174758950413,141.10827250404336,141.98635160042446,74993500,AAPL
2021-07-22,143.2254180908203,144.59132208932277,142.25951926436974,142.38635852395822,77338200,AAPL
2021-07-23,144.94256591796875,145.0986734955369,143.34250046599004,143.95716474814094,71447400,AAPL
2021-07-26,145.3621063232422,146.18164879238583,144.1035094217646,144.65963709619385,72434100,AAPL
2021-07-27,143.19615173339844,145.5767400665626,142.00585756681636,145.48892025406204,104818600,AAPL
2021-07-28,141.44970703125,143.39125553651849,139.0691190835095,141.283848347971,118931200,AAPL
2021-07-29,142.09368896484375,142.981534184993,141.05950217532487,141.16682428860926,56699500,AAPL
2021-07-30,142.3083038330078,142.76686050541852,140.60091640214495,140.86434605990442,70440600,AAPL
2021-08-02,141.97657775878906,143.37174997131473,141.71314811709883,142.7961201026742,62880000,AAPL
2021-08-03,143.77178955078125,144.43522442777342,141.64486473611035,142.25952902121162,64786600,AAPL
2021-08-04,143.3717498779297,144.191292221281,142.7180662311683,143.6839649919127,56368300,AAPL
2021-08-05,143.47911071777344,144.2401166546182,142.61078266741262,143.40105691819448,46397700,AAPL
2021-08-06,142.79510498046875,143.74290453377364,142.29678337483543,143.0003050001657,54126800,AAPL
2021-08-09,142.74624633789062,143.34228507821692,142.18930041536296,142.8537292225246,48908700,AAPL
2021-08-10,142.26747131347656,144.32917762337323,141.97433481779836,143.08824157374232,69023100,AAPL
2021-08-11,142.52149963378906,143.36181621242878,142.19905101424288,142.70715322469806,48493500,AAPL
2021-08-12,145.48214721679688,145.63848865290169,142.5019538202862,142.84394884807298,72282600,AAPL
2021-08-13,145.68736267089844,146.01957707570978,144.8763581583002,145.56033337689462,59375000,AAPL
2021-08-16,147.6611328125,147.72953779617734,143.117568833467,145.1401825389347,103296000,AAPL
2021-08-17,146.75241088867188,148.20829780218608,145.67758203815535,146.79148879708086,92229700,AAPL
2021-08-18,143.0100860595703,147.27029417589944,142.80488601790597,146.37135309386304,86326000,AAPL
2021-08-19,143.34228515625,144.61253336364982,141.1926423719419,141.71051038649435,86960300,AAPL
2021-08-20,144.7981719970703,145.10107421090675,143.42044104748524,144.0653382889344,60549600,AAPL
2021-08-23,146.2834014892578,146.75241093803115,144.50505101044897,144.91543614181833,60131800,AAPL
2021-08-24,146.19544982910156,147.40707372149436,145.73620613091066,146.02934262692168,48606400,AAPL
2021-08-25,144.96429443359375,146.87943995254733,144.41711425947602,146.3811034364789,58991300,AAPL
2021-08-26,144.16307067871094,145.70690913613237,144.13375851701343,144.95454377317253,48597200,AAPL
2021-08-27,145.19882202148438,145.34538283026907,143.46932993010927,144.10444664756716,55802400,AAPL
2021-08-30,149.61534118652344,149.97688265994054,145.2085727146907,145.58964568755835,90956700,AAPL
2021-08-31,148.3549041748047,149.30270392723426,147.8272553901817,149.16590885521063,86453100,AAPL
2021-09-01,149.01931762695312,151.43278500420377,148.85321040744938,149.33200056452,80313700,AAPL
2021-09-02,150.13323974609375,151.17875665151738,148.9118498525865,150.3482055601146,71115500,AAPL
2021-09-03,150.76834106445312,151.09078972052774,149.5860293255129,150.24069238740682,57808700,AAPL
2021-09-07,153.10365295410156,153.660598936694,150.85629279363835,151.42301943650597,82278300,AAPL
2021-09-08,151.55984497070312,153.44566399968247,150.45570362468234,153.3870396644152,74420200,AAPL
2021-09-09,150.5435791015625,152.53688004294122,150.42631558063064,151.9310756713578,57305700,AAPL
2021-09-10,145.5603485107422,151.92134106933233,145.2965241455898,151.45233157203938,140893200,AAPL
2021-09-13,146.1270751953125,147.9542695218118,145.34538275990522,147.18235774668085,102404300,AAPL
2021-09-14,144.7297821044922,147.61227358439965,143.5474852815467,146.9087519585389,109296300,AAPL
2021-09-15,145.61895751953125,146.0195769004921,143.01983678244974,145.15971382126716,83281300,AAPL
2021-09-16,145.38446044921875,145.56034832894838,143.85040265204483,145.0424802595639,68034100,AAPL
2021-09-17,142.7169189453125,145.4137565229727,142.423782481279,145.4137565229727,129868800,AAPL
2021-09-20,139.66835021972656,141.52485650500037,138.0365754530921,140.50866688674913,123478900,AAPL
2021-09-21,140.14710998535156,141.29034368063373,139.51199340756355,140.63566578658538,75834000,AAPL
2021-09-22,142.51174926757812,143.0784609405733,140.4109501394529,141.14378392401113,76404300,AAPL
2021-09-23,143.4693145751953,143.71359250338787,142.30654925147212,143.29342671393508,64838200,AAPL
2021-09-24,143.55723571777344,144.09465008430436,142.22836333396052,142.326080458617,53477900,AAPL
2021-09-27,142.04273986816406,142.6192471706429,140.52822848156046,142.14045701354505,74150700,AAPL
2021-09-28,138.6619415283203,141.43693551030117,138.44697573581755,139.9712677848058,108972300,AAPL
2021-09-29,139.56088256835938,141.14379894035906,138.77919013309102,139.2091217179658,74602000,AAPL
2021-09-30,138.26132202148438,141.07540882378817,138.04635622911155,140.37188712321222,89056700,AAPL
2021-10-01,139.38499450683594,139.64881887167329,135.9260252404235,138.65216064526572,94639600,AAPL
2021-10-04,135.9553680419922,138.95510914797657,135.10528534204386,138.5153968043033,98322000,AAPL
2021-10-05,137.88023376464844,138.9843747661612,136.17028827499877,136.29731756814027,80861100,AAPL
2021-10-06,138.74986267089844,138.89642346342436,135.20294239635672,136.2777712400183,83221100,AAPL
2021-10-07,140.0103302001953,140.9190518423827,139.45338427911526,139.7855986818326,61732700,AAPL
2021-10-08,139.62925720214844,140.87995899645605,139.2970427994977,140.73339820397527,58773200,AAPL
2021-10-11,139.54132080078125,141.49554421911762,138.56420909161307,139.01368703802868,64452200,AAPL
2021-10-12,138.2710723876953,139.97125212650982,137.81182869231796,139.95170571768443,73035900,AAPL
2021-10-13,137.68482971191406,138.163604960137,136.01396194464323,138.00727840066958,78762700,AAPL
2021-10-14,140.4696044921875,140.58686806127858,138.27110266842462,138.85737578524592,69907100,AAPL
2021-10-15,141.5248565673828,141.58348088448486,140.22529620330172,140.47935479013262,67940300,AAPL
2021-10-18,143.1957244873047,143.47908032380766,139.88331637742027,140.16667221392322,85589200,AAPL
2021-10-19,145.3551025390625,145.75572183556673,143.19569445607436,143.64515740033994,76378900,AAPL
2021-10-20,145.8436737060547,146.3224637629304,144.7297670657769,145.29649358936246,58418800,AAPL
2021-10-21,146.05868530273438,146.2150267878781,144.48553451864436,145.40402210693284,61421000,AAPL
2021-10-22,145.28672790527344,146.7426146643611,145.23786934278849,146.26383951681254,58883400,AAPL
2021-10-25,145.2378692626953,145.95115656405432,144.24121124480388,145.27694716693773,50720600,AAPL
2021-10-26,145.90235900878906,147.3875583918874,145.59944178965912,145.91212476055014,60893400,AAPL
2021-10-27,145.44309997558594,146.30294823636,145.0913391249601,145.94142163499626,56094900,AAPL
2021-10-28,149.0779266357422,149.6641846605071,146.2931525621037,146.39086968766787,100077900,AAPL
2021-10-29,146.37132263183594,146.5081176612954,143.05891485963772,143.85037288076313,124953200,AAPL
2021-11-01,145.55056762695312,146.2736207539483,144.4171144592604,145.57987978563986,74588300,AAPL
2021-11-02,146.5863037109375,148.10082985163274,145.2476505224247,145.25743118168475,69122000,AAPL
2021-11-03,148.02264404296875,148.49165344387518,146.39086943374969,146.9478153017873,54511500,AAPL
2021-11-04,147.5048065185547,148.94114717338857,147.19212358039826,148.11061107430388,60394600,AAPL
2021-11-05,148.03318786621094,148.93344079375584,146.83937063089465,148.6300964838691,65463900,AAPL
2021-11-08,147.21124267578125,148.3169952703634,146.93725326087116,148.16042562432813,55020900,AAPL
2021-11-09,147.57330322265625,148.17999196283563,146.83939977322487,146.97639448653322,56787900,AAPL
2021-11-10,144.74530029296875,146.9078752619248,144.67681041564214,146.80023551358215,65187100,AAPL
2021-11-11,144.6963653564453,146.22288178403127,144.5104408038777,145.76298280044355,41000000,AAPL
2021-11-12,146.77088928222656,147.1720784304826,144.31474986015922,145.24435777936998,63804000,AAPL
2021-11-15,146.78065490722656,148.6203105600799,146.22288125155492,147.1427090779816,59222800,AAPL
2021-11-16,147.75918579101562,148.23867461686362,146.1348097014568,146.72193826652372,59256200,AAPL
2021-11-17,150.19580078125,151.67338776419928,147.74945581731131,147.75923582189736,88807000,AAPL
2021-11-18,154.4817657470703,155.2645990140686,149.7652210699027,150.411059635024,137827700,AAPL
2021-11-19,157.104248046875,157.5641620110988,153.1705218782956,154.2664794451428,117305600,AAPL
2021-11-22,157.56414794921875,162.14369731452808,157.54457301404287,158.20997149701574,117467900,AAPL
2021-11-23,157.94578552246094,158.3274146566765,155.64621578340464,157.66200120676388,96041900,AAPL
2021-11-24,158.4644012451172,158.660105803449,156.21376149604953,157.29993896578694,69463600,AAPL
2021-11-26,153.44451904296875,157.00639624695634,153.00417999336176,156.1452930856568,76959800,AAPL
2021-11-29,156.80091857910156,157.73052659848017,155.38202667808307,155.94958045222978,88748200,AAPL
2021-11-30,161.75234985351562,161.96762942860573,156.48781013208665,156.55631496566366,174048100,AAPL
2021-12-01,161.23367309570312,166.6449857878265,160.99881865483053,163.88550209995378,152052500,AAPL
2021-12-02,160.2453155517578,160.67587449430678,154.41323968804676,155.3330674414379,136739200,AAPL
2021-12-03,158.36656188964844,161.41961013164072,156.29206642790317,160.49978216462458,118023100,AAPL
2021-12-06,161.7718963623047,164.27695105253582,160.75420856233345,160.7639885662799,107497000,AAPL
2021-12-07,167.50611877441406,167.89754291240308,164.7270745855606,165.4511980423622,120405400,AAPL
2021-12-08,171.3223876953125,172.1835056764081,167.03638765651502,168.43570437579535,116998900,AAPL
2021-12-09,170.8135528564453,172.95655298827864,170.18728927314578,171.15604705270513,108923700,AAPL
2021-12-10,175.5985565185547,175.77470103797503,170.94072325775102,171.44956695337927,115402700,AAPL
2021-12-13,171.96826171875,178.2211185132973,171.76276218304858,177.23278564494396,153237000,AAPL
2021-12-14,170.58851623535156,173.92533410356964,168.51402063695375,171.48876932392616,139380400,AAPL
2021-12-15,175.45184326171875,175.6475478496639,168.6118581679586,171.35176719309973,131063300,AAPL
2021-12-16,168.56289672851562,177.25231617436867,167.08531019517628,175.43223547777242,150185800,AAPL
2021-12-17,167.46694946289062,169.74694420568176,166.0480727156741,166.2829122189755,195432700,AAPL
2021-12-20,166.10679626464844,166.91898445345717,163.8659512088188,164.66834446331637,107499100,AAPL
2021-12-21,169.27725219726562,169.48273676499653,165.49030091905374,167.87793543850688,91185900,AAPL
2021-12-22,171.870361328125,172.08564081700152,168.4552593739479,169.32615733120278,92135300,AAPL
2021-12-23,172.4966278076172,173.0544014741378,171.50831008728667,172.07586375572322,68356600,AAPL
2021-12-27,176.45968627929688,176.5477510793258,173.26965909520445,173.28921909656728,74919600,AAPL
2021-12-28,175.4420623779297,177.43828815623348,174.6983789116561,176.29340054719341,79144300,AAPL
2021-12-29,175.53009033203125,176.7532624077505,174.31669825764985,175.48116046274254,62348900,AAPL
2021-12-30,174.37545776367188,176.69460283265636,174.2678179931173,175.61820512711046,59773000,AAPL
2021-12-31,173.75897216796875,175.38333364161016,173.45561289396153,174.26780109643352,64062300,AAPL
2022-01-03,178.10366821289062,178.9550062933326,173.89596741451703,174.0133871781769,104487900,AAPL
2022-01-04,175.84324645996094,179.01371442958575,175.27569272230144,178.71037008888723,99310400,AAPL
2022-01-05,171.1658477783203,176.30317175638402,170.8918583606612,175.75519292106577,94537600,AAPL
2022-01-06,168.30848693847656,171.53766438344002,167.95621276391145,168.99346035254746,96904000,AAPL
2022-01-07,168.474853515625,170.40257420223315,167.35932100577125,169.17940193566972,86709100,AAPL
2022-01-10,168.4944305419922,168.79777487885306,164.56070430318124,165.4511773077938,106765600,AAPL
2022-01-11,171.3223876953125,171.4202325096092,167.15382233749222,168.62162893365016,76138300,AAPL
2022-01-12,171.7627410888672,173.37732250749067,171.0679876032979,172.3400748149154,74805200,AAPL
2022-01-13,168.4944305419922,172.82934594142114,168.10300645305696,172.00737775161056,84505800,AAPL
2022-01-14,169.35556030273438,170.05031384521072,167.41804452412237,167.66267899736397,80440800,AAPL
2022-01-18,166.1557159423828,168.83689986985863,165.77408681023036,167.82900716362772,90956700,AAPL
2022-01-19,162.66233825683594,167.40825267441707,162.37856885772902,166.35143003303915,94815000,AAPL
2022-01-20,160.97923278808594,166.0382709410417,160.6563135530504,163.3962221186515,91420500,AAPL
2022-01-21,158.92430114746094,162.76016689126735,158.81666141018044,160.89115642180548,122848900,AAPL
2022-01-24,158.15127563476562,158.81668910799385,151.37979580013618,156.58562410189697,162294600,AAPL
2022-01-25,156.35079956054688,159.26683860327665,153.650040071103,155.56796617871674,115798400,AAPL
2022-01-26,156.2626953125,160.86181974023197,154.43283450239605,159.99092174206848,108275300,AAPL
2022-01-27,155.80276489257812,160.32360403043404,154.8829371180898,158.96343730234798,121954600,AAPL
2022-01-28,166.67434692382812,166.69392186078738,159.30595841103175,162.15350702087153,179935700,AAPL
2022-01-31,171.02882385253906,171.2441033483954,165.87192581665457,166.5079843021577,115541600,AAPL
2022-02-01,170.8624725341797,171.0875320298687,168.61183278338754,170.27534392743365,86213900,AAPL
2022-02-02,172.06610107421875,172.10525095182186,169.6099763158955,170.99949834473722,84914300,AAPL
2022-02-03,169.189208984375,172.45753715088262,168.42595056253245,170.73530076821885,89418100,AAPL
2022-02-04,168.90505981445312,170.580497991328,167.22962163757825,168.20940619823992,82465400,AAPL
2022-02-07,168.18983459472656,170.43353483823722,167.49418092340588,169.36557317059368,77251200,AAPL
2022-02-08,171.2957000732422,171.8051921224292,167.9644243058782,168.2583626015754,74829200,AAPL
2022-02-09,172.71640014648438,173.07891560572492,171.36429283315064,172.4910539110368,71285000,AAPL
2022-02-10,168.6405487060547,171.9326261093603,168.08207916504224,170.6197181143762,90865900,AAPL
2022-02-11,165.23089599609375,169.58114258215622,164.64301917893397,168.84630403587076,98670700,AAPL
2022-02-14,165.46603393554688,166.15188018995096,163.19292640629095,163.98654956855333,86185500,AAPL
2022-02-15,169.29698181152344,169.45375094241317,166.80833539753965,167.51378153621621,62527400,AAPL
2022-02-16,169.0618133544922,169.83583650795123,166.612352178537,168.37596721528965,61177400,AAPL
2022-02-17,165.46603393554688,168.4347801834387,165.06431864713625,167.57256492057238,69589300,AAPL
2022-02-18,163.91796875,167.0924613280084,162.83040723152354,166.3870301609273,82772700,AAPL
2022-02-22,160.99818420410156,163.32026851174712,158.872038841447,161.64483056360834,91162800,AAPL
2022-02-23,156.8341064453125,162.79118283457873,156.5205682404435,162.19351371308113,90009200,AAPL
2022-02-24,159.45016479492188,159.5579417081335,148.92727191069304,149.4955488212337,141147500,AAPL
2022-02-25,161.51747131347656,161.78200234869726,157.61791846840168,160.5278794584224,91974200,AAPL
2022-02-28,161.7820281982422,162.07596656799925,159.1464052349538,159.76367431641097,95056600,AAPL
2022-03-01,159.90081787109375,163.23209394256236,158.69568719407653,161.37049453342058,83474400,AAPL
2022-03-02,163.19288635253906,163.97671685818776,159.6558640904533,161.06675601055625,79724800,AAPL
2022-03-03,162.8695831298828,165.49541352335572,162.203336805619,165.06430592514928,76678400,AAPL
2022-03-04,159.87142944335938,162.2033212553789,158.82306783943153,161.16475211398938,83737200,AAPL
2022-03-07,156.07969665527344,161.68406601052743,155.8249430798264,160.05761991470098,96418800,AAPL
2022-03-08,154.25726318359375,159.58729287941838,152.65041731502816,155.60937048225745,131148300,AAPL
2022-03-09,159.65585327148438,160.1065606405456,156.18742332820318,158.21556911317273,91454900,AAPL
2022-03-10,155.3154754638672,157.1476680762386,152.82681394352832,156.96150659042647,105342000,AAPL
2022-03-11,151.60202026367188,156.0600418102309,151.37667406119195,155.71711132575638,96970100,AAPL
2022-03-14,147.5751495361328,151.00439558659642,147.06567231572745,148.38837253642478,108732100,AAPL
2022-03-15,151.95480346679688,152.42511088063213,147.3400259647883,147.84950323761805,92964300,AAPL
2022-03-16,156.36380004882812,156.76551526978483,151.33751588171134,153.87515407206308,102300200,AAPL
2022-03-17,157.3729705810547,157.74529344907543,154.44342469949348,155.40360925613626,75615400,AAPL
2022-03-18,160.6650390625,161.15493125437885,156.53034776701656,157.26518605483486,123511700,AAPL
2022-03-21,162.03680419921875,162.9871965878479,159.7147042118935,160.20459657921455,95811400,AAPL
2022-03-22,165.40721130371094,165.9950729796282,161.57625067180703,162.16411234772428,81532000,AAPL
2022-03-23,166.7691192626953,169.14998832074127,164.26085849061369,164.59399656875675,98062700,AAPL
2022-03-24,170.55108642578125,170.61966356312797,166.76911784992285,167.60192566241446,90131400,AAPL
2022-03-25,171.1879425048828,171.73661941189775,169.2577659174967,170.3649271443604,80546200,AAPL
2022-03-28,172.05018615722656,172.17754799227433,168.5229555265403,168.6895171187773,90371900,AAPL
2022-03-29,175.34222412109375,175.39120138120336,172.77517880756406,173.11810933027303,100589400,AAPL
2022-03-30,174.17625427246094,175.97905374541162,173.127877924948,174.94048480882745,92633200,AAPL
2022-03-31,171.08016967773438,174.4310308254092,170.8744083575564,174.2448693810398,103049300,AAPL
2022-04-01,170.7862548828125,171.3447392929013,168.46417011530542,170.51191638497735,78751300,AAPL
2022-04-04,174.83273315429688,174.88172536504146,170.91359549990895,171.04097225778014,76468400,AAPL
2022-04-05,171.5211181640625,174.6956261772892,170.8940565139555,173.91179537707322,73401800,AAPL
2022-04-06,168.35638427734375,170.11999949152553,166.69075350018778,168.87566890286308,89058800,AAPL
2022-04-07,168.66009521484375,169.85543344405016,166.41639539463952,167.69991063657648,77594700,AAPL
2022-04-08,166.65151977539062,168.30735775145232,165.7795122847829,168.30735775145232,76575500,AAPL
2022-04-11,162.39927673339844,165.61296861541499,162.1543306146452,165.29944535757966,72246700,AAPL
2022-04-12,164.27066040039062,166.435975608999,163.27127610008927,164.6233833916544,79265200,AAPL
2022-04-13,166.95526123046875,167.5823226689275,163.39865390857594,164.00611547230426,70618900,AAPL
2022-04-14,161.94857788085938,167.80770011623432,161.70363174912274,167.17083120352376,75329400,AAPL
2022-04-18,161.73300170898438,163.23207049318052,160.26332525778645,160.60624079287277,69023900,AAPL
2022-04-19,164.0159454345703,164.42746814637917,160.59650655333354,161.68406811950865,67723800,AAPL
2022-04-20,163.84933471679688,165.4659878847408,162.74218855364813,165.3484035950485,67929800,AAPL
2022-04-21,163.0557403564453,168.06243992326603,162.55605562621574,165.49540922825548,87227800,AAPL
2022-04-22,158.5193328857422,164.47642463552896,158.23520194954875,163.0949398073809,84882400,AAPL
2022-04-25,159.5873260498047,159.87145701566283,155.25667975939896,157.8628955248933,96046400,AAPL
2022-04-26,153.6301727294922,159.05817087301182,153.5517881957907,158.96999387896804,95623200,AAPL
2022-04-27,153.40489196777344,156.55978483050606,152.2389458259476,152.75823050166923,88063200,AAPL
2022-04-28,160.3319854736328,161.19420088926515,155.71719244720217,156.03073076209745,130216800,AAPL
2022-04-29,154.4630126953125,162.84017274008735,154.0711048951049,158.5683119363977,131747600,AAPL
2022-05-02,154.7667694091797,155.03130046543404,150.17157761678854,153.54203875876948,123055300,AAPL
